시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,대표품목,홈페이지주소,사용가능상품권,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
구역전전통시장,상설장,울산광역시 중구 구역전길 8,울산광역시 중구 학산동 61-9,매일,35.55590905,129.3279501,44.0,"청해과일, 대성상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
역전시장,상설장,울산광역시 중구 구역전길 24-2,울산광역시 중구 학성동 432-438,상설시장,35.55619602,129.3284877,65.0,"효일상회, 홍두순(노점), 호떡(노점), 현영숙(노점)",,,Y,Y,1970.0,052-282-4235,2025-11-10,B553077,소상공인시장진흥공단
학성새벽시장,상설장,울산광역시 중구 새벽시장3길 23,울산광역시 중구 학성동 359-2,매일,35.55664635,129.3326908,177.0,"황금대파, 혜주상회, 형제상회, 형제상회",,,Y,Y,1970.0,052-298-3619,2025-11-10,B553077,소상공인시장진흥공단
강화풍물시장,5일장,인천광역시 강화군 강화읍 중앙로 17-9,인천광역시 강화군 강화읍 갑곳리 849,2일+7일,37.74141775,126.4928651,178.0,"힘내삼 김밥, 흥왕리상회, 효당꽈배기, 황산도상회",,,Y,Y,1970.0,032-934-1318,2025-11-10,B553077,소상공인시장진흥공단
달서시장,상설장,대구광역시 달서구 당산로 27 35,대구광역시 달서구 본리동 145-2 -5번지,매일,35.83985102,128.5442655,215.0,"황가네손만두찐빵, 현대식당(노점), 향토찌짐, 티긴당",,,Y,Y,1970.0,053-527-5716,2025-11-10,B553077,소상공인시장진흥공단
칠곡시장,5일장,대구광역시 북구 칠곡중앙대로 526,대구광역시 북구 읍내동 1201-1,1일+6일,35.94250975,128.5512474,58.0,"희야네식당, 함박농산, 팔달부자상회, 칠곡떡집",,,Y,Y,1970.0,053-321-8070,2025-11-10,B553077,소상공인시장진흥공단
용운시장,상설장,대전광역시 동구 용운로 164,대전광역시 동구 용운동 305-14,매일,36.32781371,127.460578,52.0,"홍자매떡볶이, 한밭건어물, 평화정육점, 평화정육점",,,Y,Y,1970.0,042-271-8633,2025-11-10,B553077,소상공인시장진흥공단
자유도매시장,상설장,대전광역시 동구 중앙로 200번길 40,대전광역시 동구 원동 64-1,매일,36.32923615,127.4320061,82.0,"형제상회, 홍명무궁화, 혜림이네, 형제신발",,,Y,Y,1970.0,042-221-0711,2025-11-10,B553077,소상공인시장진흥공단
남동산업용품상가시장,상설장,인천광역시 남동구 은청로 4-7,인천광역시 남동구 고잔동 630,매일,37.40695016,126.693402,833.0,"백령도수산, 화성종합상사, 현대종합상사, 크림하우스",,,Y,Y,1970.0,032-816-7131,2025-11-10,B553077,소상공인시장진흥공단
구월시장,상설장,인천광역시 남동구 호구포로 790번길 21-13,인천광역시 남동구 구월동 1266-5,매일,37.45336497,126.7202774,140.0,"화개장터, 화개장터, 해원왕족발, 한우달봉축산",,,Y,Y,1970.0,032-469-2525,2025-11-10,B553077,소상공인시장진흥공단
중앙도매시장,상설장,대전광역시 동구 대전로 783,대전광역시 동구 원동 51-1,매일,36.32955629,127.4331792,77.0,"희망약국, 훼미리퀼트, 헬로모모, 한일사",,,Y,Y,1970.0,042-257-7193,2025-11-10,B553077,소상공인시장진흥공단
구월도매전통시장,상설장,인천광역시 남동구 인하로521번길 10-15,인천광역시 남동구 구월동 1176-14,매일,37.44366156,126.7056342,73.0,"중부건어물, 제일수산, 인천축산, 원협150번(원협150)",,,Y,Y,1970.0,032-202-8982,2025-11-10,B553077,소상공인시장진흥공단
도마큰시장,상설장,대전광역시 서구 도마4길 69 (도마큰시장 고객센터),대전광역시 서구 도마동 132-3,매일,36.31588924,127.3812125,435.0,"흥부네명품과일, 흥부네과일, 후생사정육코너, 황실민물장어",,,Y,Y,1970.0,042-531-8889,2025-11-10,B553077,소상공인시장진흥공단
만수시장,상설장,인천광역시 남동구 만수로27번길 10-11,인천광역시 남동구 만수동 868-26,매일,37.46005013,126.7317927,76.0,"행복한사과나무, 팔도잡곡, 태일수산, 철호네수산",,,Y,Y,1970.0,032-225-1266,2025-11-10,B553077,소상공인시장진흥공단
동래시장,상설장,부산광역시 동래구 동래시장길 14,부산광역시 동래구 복천동 229-42,매일,35.20380978,129.0859348,285.0,"형제횟집, 합천식당, 할매죽집, 할매식당",,,Y,Y,1970.0,051-522-1681,2025-11-10,B553077,소상공인시장진흥공단
동부시장,상설장,인천광역시 동구 샛골로 164-5,인천광역시 동구 송림동 50-95,매일,37.47699523,126.6452568,65.0,"화성정육점, 호남집, 호남상회, 평안떡방앗간",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
송현시장,상설장,인천광역시 동구 화도진로44번길 18,인천광역시 동구 송현동 88-19,매일,37.476161,126.634645,102.0,"황성정육점, 형제정육점, 형제, 한씨네청과",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
충주자유시장,5일장,충청북도 충주시 충인6길 16,충청북도 충주시 충의동 192,5일+10일,36.97393363,127.9306725,405.0,"힘찬이네농장, 회풍루, 황주건어물젓갈상회, 황금축산물유통",,,Y,Y,1970.0,043-848-3414,2025-11-10,B553077,소상공인시장진흥공단
제천중앙시장,상설장,충청북도 제천시 풍양로 108,충청북도 제천시 중앙로1가 77,매일,37.13662174,128.211302,706.0,"효자농산, 효분식, 효강정, 홍익스테이크",,,Y,Y,1970.0,043-647-2047,2025-11-10,B553077,소상공인시장진흥공단
청주사창시장,상설장,충청북도 청주시 서원구 사직대로164번길 36,충청북도 청주시 서원구 사창동 286-22,매일,36.63361051,127.4652985,93.0,"홍천정육점, 홈파티, 혜림청과, 풍년떡집",,,Y,Y,1970.0,043-265-0427,2025-11-10,B553077,소상공인시장진흥공단
사직시장,상설장,충청북도 청주시 서원구 사직대로 265번길 7,충청북도 청주시 서원구 사직동 267-12,매일,36.63614197,127.4768752,46.0,"홍야채, 호떡집,옥수수, 해남횟집, 총각정육백화점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
원마루시장,상설장,충청북도 청주시 서원구 원마루로8번길 21,충청북도 청주시 서원구 분평동 1335,매일,36.60903727,127.496414,103.0,"흑산도홍어회, 회뜨는 삼촌, 화균갈비, 홍스시s 막장막회",,,Y,Y,1970.0,070-7198-4129,2025-11-10,B553077,소상공인시장진흥공단
진천중앙시장,5일장,충청북도 진천군 진천읍 중앙동6길 23,충청북도 진천군 진천읍 읍내리 305-12,5일+10일,36.85685858,127.4423712,53.0,"현대분식, 행복한떡집, 평안축산, 평안수산",,,Y,Y,1970.0,043-533-8966,2025-11-10,B553077,소상공인시장진흥공단
내수전통시장,5일장,충청북도 청주시 청원구 내수읍 내수로 726,충청북도 청주시 청원구 내수읍 마산리 169-6,5일+10일,36.72629088,127.536012,52.0,"제일순대, 장호식당, 장터순대, 소문난장터순대",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
오창전통시장,5일장,충청북도 청주시 청원구 오창읍 팔결로 715,충청북도 청주시 청원구 오창읍 장대리 309-4,3일+8일,36.74173743,127.455627,89.0,"황금식당, 합자회사오창축산물, 학봉, 청원도매축산물",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
가경터미널시장,상설장,충청북도 청주시 흥덕구 풍년로160번길 41-4,충청북도 청주시 흥덕구 가경동 1296,매일,36.62770577,127.434909,81.0,"황금생고기, 형동분식, 행복이네 장터, 한양떡집",,,Y,Y,1970.0,043-232-1117,2025-11-10,B553077,소상공인시장진흥공단
복대가경시장,상설장,충청북도 청주시 흥덕구 복대로 146번길 42,충청북도 청주시 흥덕구 복대동 1116,매일,36.6295133,127.4432597,100.0,"현대정육점, 해성육가공, 한우축산물백화점복대점, 하나축산물",,,Y,Y,1970.0,043-235-5996,2025-11-10,B553077,소상공인시장진흥공단
목행시장,5일장,충청북도 충주시 행정9길 35,충청북도 충주시 목행동 600-15,3일+8일,37.01395405,127.9173286,85.0,"황금분식, 홍가네양평해장국, 행복한찹쌀꽈배기, 행복짬뽕",,,Y,Y,1970.0,043-851-9048,2025-11-10,B553077,소상공인시장진흥공단
엄정내창시장,5일장,충청북도 충주시 엄정면 미내장터길 15,충청북도 충주시 엄정면 미내리 161-11,3일+8일,37.08614422,127.9163422,102.0,"현남식당, 평화루엄정점, 우빈축산, 엄마김밥",,,Y,Y,1970.0,043-857-3626,2025-11-10,B553077,소상공인시장진흥공단
연수상가시장,상설장,충청북도 충주시 번영대로 125,충청북도 충주시 연수동 924,매일,36.98746934,127.9315787,200.0,"홍마담포차, 홍구등갈비 충주점, 장충동왕족발보쌈 연수동, 일번지순대국",,,Y,Y,1970.0,043-843-1113,2025-11-10,B553077,소상공인시장진흥공단
연원시장,5일장,충청북도 충주시 금곡로 31,충청북도 충주시 연수동 547-6,4일+9일,36.98929115,127.9348022,68.0,"함지숯불부속구이, 한우일번가시식점, 푸른집, 카스치킨타운",,,Y,Y,1970.0,043-843-2767,2025-11-10,B553077,소상공인시장진흥공단
장성중앙시장,상설장,강원특별자치도 태백시 장성1길 190 (장성시장),강원특별자치도 태백시 장성동 159-2,매일,37.10068146,129.0097148,55.0,"홍미사, 행복칼국수, 장성실비, 신풍년떡집",,,Y,Y,1970.0,033-581-6521,2025-11-10,B553077,소상공인시장진흥공단
황지자유시장,상설장,강원특별자치도 태백시 시장안1길 18-1,강원특별자치도 태백시 황지동 38-129,매일,37.17307273,128.9929989,154.0,"호떡이네붕어빵, 형제인삼과일, 현대실비, 현농산물",,,Y,Y,1970.0,033-552-2634,2025-11-10,B553077,소상공인시장진흥공단
양동건어물시장,상설장,광주광역시 서구 천변좌로 254번길 6,광주광역시 서구 양동 5-160,매일,35.15316871,126.9033339,64.0,"해진상회, 해남상회, 포항상회, 평화상회",,,Y,Y,1970.0,062-364-5040,2025-11-10,B553077,소상공인시장진흥공단
진부전통시장,5일장,강원특별자치도 평창군 진부면 진부새싹길 28-7,강원특별자치도 평창군 진부면 하진부리 206-95,3일+8일,37.63821324,128.5579223,109.0,"황해도손만두, 황금성, 화로정, 태화식당",,,Y,Y,1970.0,033-335-7330,2025-11-10,B553077,소상공인시장진흥공단
평창올림픽시장(평창전통시장),5일장,강원특별자치도 평창군 평창읍 평창중앙로 27-26,강원특별자치도 평창군 평창읍 하리 139-1,5일+10일,37.3672356,128.3947764,54.0,"평창미소닭강정, 진미반찬식당, 진가네순대, 원가네정육점",,,Y,Y,1970.0,033-332-8804,2025-11-10,B553077,소상공인시장진흥공단
홍천시장,상설장,강원특별자치도 홍천군 홍천읍 번영로 53,강원특별자치도 홍천군 홍천읍 신장대리 8-128,매일,37.6905533,127.8862031,98.0,"홍천생선공판장, 홍천산더덕영농조합법인, 홍천빵집, 홍천민물고기판매장",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
설악눈메골시장,5일장,경기도 가평군 설악면 신천중앙로 104-1,경기도 가평군 설악면 신천리 413-15,1일+6일,37.67738641,127.492189,94.0,"황금성, 한결축산, 하우스콜, 필수분식",,,Y,Y,1970.0,031-585-9983,2025-11-10,B553077,소상공인시장진흥공단
봉천제일종합시장,상설장,서울특별시 관악구 청룡2길 29,서울특별시 관악구 봉천동 921-1,매일,37.48125387,126.944419,31.0,"혜수상회, 하나로축산, 중화요리 센, 주전부리",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
청평여울시장,5일장,경기도 가평군 청평면 시장중앙로19,경기도 가평군 청평면 청평리 81-2,2일+7일,37.73472058,127.4158569,77.0,"환이네곱창, 호명보리밥, 해물손칼국수, 치킨플러스청평",,,Y,Y,1970.0,031-584-0948,2025-11-10,B553077,소상공인시장진흥공단
원당시장,상설장,경기도 고양시 덕양구 호국로 790번길 17,경기도 고양시 덕양구 성사동 697-14,매일,37.65628119,126.8372523,68.0,"혜성만두, 혜성만두, 형제떡집, 착한과일촌",,,Y,Y,1970.0,031-963-0013,2025-11-10,B553077,소상공인시장진흥공단
능곡시장,5일장,경기도 고양시 덕양구 능곡로 12,경기도 고양시 덕양구 토당동 347,2일+7일,37.62134419,126.8207793,43.0,"포차와홍어삼합, 토담칡냉면칼국수, 춘향이남원추어탕, 초원갈비",,,Y,Y,1970.0,031-973-3727,2025-11-10,B553077,소상공인시장진흥공단
일산시장,상설장,경기도 고양시 일산서구 일청로 12번길 9,경기도 고양시 일산서구 일산동 617-20,매일,37.68562383,126.7708323,88.0,"황토축산, 화수상회, 형제수산회직판장, 현정이네민물고기",,,Y,Y,1970.0,031-975-2232,2025-11-10,B553077,소상공인시장진흥공단
덕이동패션1번지시장,상설장,경기도 고양시 일산서구 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,매일,37.69302668,126.7557864,41.0,"엄마손집밥, 훈테일러, 폴메이져, 펀펀홈베이킹",,,Y,Y,1970.0,031-917-6669,2025-11-10,B553077,소상공인시장진흥공단
과천새서울프라자시장,상설장,경기도 과천시 별양상가 2로 20,경기도 과천시 별양동 1-18,매일,37.42682749,126.9925547,200.0,"황가네분식, 포티튜드 벙커, 포코코쌀국수, 토끼굴",,,Y,Y,1970.0,02-3679-1400,2025-11-10,B553077,소상공인시장진흥공단
제일쇼핑시장,상설장,경기도 과천시 별양상가 2로 14,경기도 과천시 별양동 1-13,매일,37.42733209,126.9929952,81.0,"제일진미스넥, 정라진곰치국, 이바로, 용대리황태마을",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
광명새마을시장,상설장,경기도 광명시 광명로 831,경기도 광명시 광명동 342-12,매일,37.47365007,126.8513959,179.0,"흥부떡방앗간, 황소곱창, 환희식당, 홍가네",,,Y,Y,1970.0,02-2614-5292,2025-11-10,B553077,소상공인시장진흥공단
광명전통시장,상설장,경기도 광명시 광이로13번길 17-5,경기도 광명시 광명동 158-44,매일,37.47994501,126.8561659,320.0,"효자냉면, 황금족발, 홍희통닭, 홍두께칼국수",,,Y,Y,1970.0,02-2614-0006,2025-11-10,B553077,소상공인시장진흥공단
신장전통시장,상설장,경기도 하남시 신장1로9번길 57-7,경기도 하남시 신장동 427-464,매일,37.53844526,127.2059739,76.0,"한앤둘치킨, 하남순대국, 하남수산, 하남김밥",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
구리전통시장,상설장,경기도 구리시 검배로 6번길 31,경기도 구리시 수택동 417,매일,37.59953937,127.1399081,321.0,"황가네홍어, 화적당, 홍콩반점0410구리돌다리점, 호떡장사꾼",,,Y,Y,1970.0,031-568-8700,2025-11-10,B553077,소상공인시장진흥공단
하남수산물전통시장,상설장,경기도 하남시 하남대로 1043-17,경기도 하남시 풍산동 218-55,매일,37.54878774,127.1847843,211.0,"해풍수산, 해랑, 해궁마당, 천지수산",,,Y,Y,1970.0,031-792-1135,2025-11-10,B553077,소상공인시장진흥공단
통진시장,상설장,경기도 김포시 통진읍 서암로84번길 29,경기도 김포시 통진읍 서암리 721-8,매일,37.69129373,126.5997032,118.0,"홍림음식점, 향원, 한잔포차, 풍요",,,Y,Y,1970.0,031-990-0520,2025-11-10,B553077,소상공인시장진흥공단
양곡시장,상설장,경기도 김포시 양촌읍 양곡1로 42-2,경기도 김포시 양촌읍 양곡리 415-6,매일,37.65446014,126.6238008,69.0,"하림옛날통닭, 주식회사 이룸팩토리, 전주콩나물국밥, 원왕족발",,,Y,Y,1970.0,031-984-5906,2025-11-10,B553077,소상공인시장진흥공단
양곡오라니장터시장,상설장,경기도 김포시 양촌읍 양곡1로56번길 13,경기도 김포시 양촌읍 양곡리 423,매일,37.65616267,126.6237015,70.0,"황가네정육점, 황가네소머리국밥, 참숯갈비한판, 지리산갈비전문",,,Y,Y,1970.0,031-984-5906,2025-11-10,B553077,소상공인시장진흥공단
남양주장현 전통시장,5일장,경기도 남양주시 진접읍 장현로 77,경기도 남양주시 진접읍 장현리 634-4,2일+7일,37.71761125,127.1808928,164.0,"황진수산, 한솜씨가 아침애떡집, 코바코, 청석골찜바다",,,Y,Y,1970.0,031-572-0026,2025-11-10,B553077,소상공인시장진흥공단
동두천제일시장,상설장,경기도 동두천시 정장로 11-12,경기도 동두천시 생연동 823-1,매일,37.90517383,127.0522256,45.0,"형제불고기, 생연칼국수삼계탕, 현미용실, 제일안경원",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
중앙시장,상설장,경기도 동두천시 중앙로285번길 9,경기도 동두천시 생연동 607-27,매일,37.90690295,127.0537505,173.0,"황주식당, 황금어장, 홍킹콩닭강정, 홍성상회",,,Y,Y,1970.0,031-861-6938,2025-11-10,B553077,소상공인시장진흥공단
동두천큰시장,5일장,경기도 동두천시 큰시장로 52,경기도 동두천시 생연동 698-1,5일+10일,37.90048898,127.0520744,104.0,"형제상회, 현재네시장식당, 포천방앗간, 태영상회",,,Y,Y,1970.0,031-867-0867,2025-11-10,B553077,소상공인시장진흥공단
세아프라자상가시장,상설장,경기도 동두천시 큰시장로 64,경기도 동두천시 생연동 809,매일,37.90072388,127.0505851,385.0,"흥신상회, 하스놀 주식회사, 하늘매트 북부지사, 진희양말",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
화곡본동시장,상설장,서울특별시 강서구 까치산로 35,서울특별시 강서구 화곡동 98-45,매일,37.54286486,126.8441413,50.0,"화곡축산, 화곡영양족발, 홍두깨손칼국수, 형제방앗간",,,Y,Y,1970.0,02-698-0779,2025-11-10,B553077,소상공인시장진흥공단
신흥시장,상설장,경기도 부천시 오정구 평천로 719,경기도 부천시 오정구 삼정동 314-13,매일,37.51533645,126.7705849,65.0,"형제청과, 태환네 싱싱야채, 우리오복떡집, 열린횟집",,,Y,Y,1970.0,032-672-0319,2025-11-10,B553077,소상공인시장진흥공단
부천상동시장,상설장,경기도 부천시 원미구 석천로60번길 51,경기도 부천시 원미구 상동 236-5,매일,37.49235745,126.7642776,131.0,"황금잡곡, 홍성상회, 호남청과, 호남야채상회",,,Y,Y,1970.0,032-611-3691,2025-11-10,B553077,소상공인시장진흥공단
청량리수산시장,상설장,서울특별시 동대문구 고산자로34길 48,서울특별시 동대문구 용두동 20-1,매일,37.57807246,127.0409472,114.0,"화진유통, 화진유통, 홍일수산, 형통수산",,,Y,Y,1970.0,02-967-4210,2025-11-10,B553077,소상공인시장진흥공단
부천자유시장,상설장,경기도 부천시 소사구 자유로 33,경기도 부천시 소사구 심곡본동 543,매일,37.48410744,126.7799517,261.0,"훈이네땅콩, 홍해정육점, 홍콩반점0410부천역남부점, 혼수타운야채",,,Y,Y,1970.0,032-656-1892,2025-11-10,B553077,소상공인시장진흥공단
부천한신시장,상설장,경기도 부천시 소사구 은성로68번길 46,경기도 부천시 소사구 소사본동 200-1,매일,37.47312039,126.7980266,94.0,"훈이네야채, 훈이네가족들, 후니와서비네, 행복이가득한분식",,,Y,Y,1970.0,032-314-5972,2025-11-10,B553077,소상공인시장진흥공단
소사종합시장,상설장,경기도 부천시 소사구 호현로474번길 13-2,경기도 부천시 소사구 소사본동 78-12,매일,37.4796637,126.7939615,50.0,"황금상회, 황금과일, 홍이모 옛날통닭, 한우촌정육점",,,Y,Y,1970.0,032-343-8155,2025-11-10,B553077,소상공인시장진흥공단
청과물시장,상설장,경기도 부천시 소사구 경인로206번길 43,경기도 부천시 소사구 심곡본동 659,매일,37.48158095,126.7779919,32.0,"하늘축산물도매센타, 충남상회, 주안상회, 월드축산도매센타",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
고리울동굴시장,상설장,경기도 부천시 오정구 고리울로64번길 36,경기도 부천시 오정구 고강동 398-5,매일,37.52554379,126.8222757,74.0,"현성한우, 한화식품, 창대상회, 여주쌀상회",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
오정시장,상설장,경기도 부천시 오정구 부천로470번길 50,경기도 부천시 오정구 오정동 582-30,매일,37.52597863,126.7857002,77.0,"형제수산, 형제건어물, 평창축산, 짱치킨옛날통닭",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
영천시장,상설장,서울특별시 서대문구 통일로 189-1,서울특별시 서대문구 영천동 323,매일,37.57033385,126.961853,138.0,"흥부네강정, 홍천우리소한우전문판매점, 칠성통닭, 청춘식빵",,,Y,Y,1970.0,02-363-5350,2025-11-10,B553077,소상공인시장진흥공단
원미부흥시장,상설장,경기도 부천시 원미구 부천로96번길 80,경기도 부천시 원미구 원미동 119-4,매일,37.49203622,126.7898115,55.0,"화풍기빠오즈, 화성건어물, 홍두깨 칼국수, 형선이네 한판 떡갈비",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
부평종합시장,상설장,인천광역시 부평구 부흥로316번길 38-3,인천광역시 부평구 부평동 360-1,매일,37.49649796,126.7266075,200.0,"훈이상회, 황해상회, 현대잡곡, 현대야채",,,Y,Y,1970.0,032-516-0655,2025-11-10,B553077,소상공인시장진흥공단
부천제일시장,상설장,경기도 부천시 오정구 원종로85번길 84,경기도 부천시 오정구 원종동 296,매일,37.52795693,126.8097237,146.0,"훈희치킨, 회뜰날, 황토시루떡, 황금축산",,,Y,Y,1970.0,032-679-5689,2025-11-10,B553077,소상공인시장진흥공단
무주시장(반딧불장터),5일장,전북특별차치도 무주군 무주읍 장터로 2,전북특별차치도 무주군 무주읍 읍내리 1152,1일+6일,36.00464857,127.6535343,50.0,"황토밭(노점), 호야식당, 현성상회, 학산과일",,,Y,Y,1970.0,063-324-0901,2025-11-10,B553077,소상공인시장진흥공단
당진전통시장,5일장,충청남도 당진시 당진시장길 100,충청남도 당진시 읍내동 145-13,5일+10일,36.88993159,126.6296051,200.0,"회나루, 회#, 현대정육점, 해천물산",,,Y,Y,1970.0,041-357-8484,2025-11-10,B553077,소상공인시장진흥공단
매포전통시장(매포재래시장),5일장,충청북도 단양군 매포읍 평동24길 8,충청북도 단양군 매포읍 평동리 1139,4일+9일,37.03422177,128.2990703,54.0,"피굽남피자앤유떡 매포점, 평동청과, 평동쌀상회, 철판닭갈비",,,Y,Y,1970.0,043-422-8181,2025-11-10,B553077,소상공인시장진흥공단
마로관기시장(관기재래시장),5일장,충청북도 보은군 마로면 관기3길 6-7,충청북도 보은군 마로면 관기리 377-1,4일+9일,36.43524115,127.8175958,48.0,"연정쭈꾸미, 밀밭정육점식당, 화창농자재건재철물, 태화루",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
결초보은시장,5일장,충청북도 보은군 보은읍 삼산로3길 12-1,충청북도 보은군 보은읍 삼산리 31-15,1일+6일,36.48291338,127.7193275,115.0,"제일떡집, 제일떡방앗간, 장녹수, 우리집양념통닭",,,Y,Y,1970.0,043-543-1211,2025-11-10,B553077,소상공인시장진흥공단
보은전통시장,5일장,충청북도 보은군 보은읍 삼산로 17-1,충청북도 보은군 보은읍 삼산리 139-20,1일+6일,36.48430017,127.7201103,47.0,"해동청과, 태왕상회, 충주떡집, 참토스트",,,Y,Y,1970.0,043-543-6688,2025-11-10,B553077,소상공인시장진흥공단
삼승원남시장(원남재래시장),5일장,충청북도 보은군 삼승면 삼승탄부로 12,충청북도 보은군 삼승면 원남리 191-1,3일+8일,36.39692314,127.7331366,70.0,"원남식당.정육점, 원남농약사, 우리슈퍼, 선물백화점",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
영동중앙시장,5일장,,충청북도 영동군 영동읍 계산리 693-27,4일+9일,36.17467013,127.7756992,90.0,"송이육가공영농조합법인, 활천당 한의원, 혁이네패션, 천원마트",,,Y,Y,1970.0,043-743-5611,2025-11-10,B553077,소상공인시장진흥공단
영동전통시장,5일장,,충청북도 영동군 영동읍 계산리 694-13,4일+9일,36.17521123,127.7756379,200.0,"혼마찌, 형제찹쌀꽈배기 논현영동시장점, 형제떡집, 현대정육점(한우전문점)",,,Y,Y,1970.0,043-742-0808,2025-11-10,B553077,소상공인시장진흥공단
옥천상가시장,상설장,충청북도 옥천군 옥천읍 삼금로 45,충청북도 옥천군 옥천읍 금구리 5-7,매일,36.302388,127.5682115,54.0,"호정상회, 중앙옥, 유원지상회, 옥천과일",,,Y,Y,1970.0,043-733-2243,2025-11-10,B553077,소상공인시장진흥공단
감곡시장,5일장,충청북도 음성군 감곡면 장감로 132번길 22,충청북도 음성군 감곡면 왕장리 525-8,3일+8일,37.11822831,127.6391733,42.0,"토종마을, 춘천호반닭갈비, 채서원병천순대, 탑헤어",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
무극시장,5일장,충청북도 음성군 금왕읍 무극로308번길 12-2,충청북도 음성군 금왕읍 무극리 77-17,5일+10일,36.99267414,127.5960077,107.0,"행복식당, 한양진축산유통센터, 콩아저씨두부가게, 청해수산",,,Y,Y,1970.0,043-883-7003,2025-11-10,B553077,소상공인시장진흥공단
대소시장,5일장,충청북도 음성군 대소면 오산로 36,충청북도 음성군 대소면 오산리 186-6,3일+8일,36.96654372,127.4850145,82.0,"최대박 닭강정, 장터옛날순대, 요런떡볶이, 왕솥뚜껑",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
삼성시장,5일장,충청북도 음성군 삼성면 대성로 608-2,충청북도 음성군 삼성면 덕정리 534-17,1일+6일,37.01800836,127.4991966,59.0,"태경유통, 칠성야채상회, 진주상회, 우성축산",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
성환이화시장,5일장,충청남도 천안시 서북구 성환읍 종합시장길 17,충청남도 천안시 서북구 성환읍 성환리 449-1111,1일+6일,36.91925493,127.1298906,80.0,"황가네축산물유통, 할매국밥, 첫번째국밥집, 중앙식당",,,Y,Y,1970.0,,2025-11-10,B553077,소상공인시장진흥공단
박달재전통시장,5일장,충청북도 제천시 백운면 평동로 4-8,충청북도 제천시 백운면 평동리 216-2,1일+6일,37.13820858,128.02257,67.0,"화순이네포차, 행운식당, 콩바람x그냥떡볶이, 치킨플러스제천백운점",,,Y,Y,1970.0,043-653-2114,2025-11-10,B553077,소상공인시장진흥공단
단양구경시장(단양인정시장),5일장,충청북도 단양군 단양읍 도전5길 31,충청북도 단양군 단양읍 도전리 615,1일+6일,36.9824892,128.3699866,118.0,"흑마늘 소금빵, 해뜬상회, 팔경마늘통닭, 충청도순대",,,Y,Y,1970.0,043-422-1706,2025-11-10,B553077,소상공인시장진흥공단
음성시장,5일장,충청북도 음성군 음성읍 문화1길 14,충청북도 음성군 음성읍 읍내리 249-11,2일+7일,36.93816952,127.6921309,160.0,"후지축산(선진포크), 현대식당, 한잔해, 한우암소DC정육점",,,Y,Y,1970.0,043-873-1256,2025-11-10,B553077,소상공인시장진흥공단
내토전통시장,상설장,충청북도 제천시 용두천로 11길 5,충청북도 제천시 중앙로1가 34-1,매일,37.1373583,128.2124054,50.0,"화성춘, 홍부축산, 현대식품, 한국수산",,,Y,Y,1970.0,043-651-0053,2025-11-10,B553077,소상공인시장진흥공단
동문전통시장,상설장,충청북도 제천시 용두천로 125,충청북도 제천시 중앙로2가 117-1,매일,37.13850912,128.2135267,42.0,"호수반점, 행복한상점 동문시장점, 함덕어물전, 한일농수산",,,Y,Y,1970.0,043-646-5255,2025-11-10,B553077,소상공인시장진흥공단
제천약초시장,상설장,충청북도 제천시 원화산로 121,충청북도 제천시 화산동 987,매일,37.12788708,128.219591,54.0,"희귀약초방, 한방소머리국밥, 제천약초영농조합법인, 제천약초 푸리아",,,Y,Y,1970.0,043-647-0109,2025-11-10,B553077,소상공인시장진흥공단
제천고추시장,상설장,충청북도 제천시 바이오밸리로 212,충청북도 제천시 신월동 1138-1,매일,37.15643952,128.1750444,55.0,"인창상회, 남일농산, 제일상회, 우덕상회",,,Y,Y,1970.0,043-647-9856,2025-11-10,B553077,소상공인시장진흥공단
